average	stdmin	stdplus
322.12800000000016	322.128	322.1280000000003
321.7189999999997	321.7189999999994	321.719
321.777	321.777	321.777
321.43200000000013	321.432	321.43200000000024
321.1319999999997	321.13199999999944	321.132
321.1180000000003	321.118	321.11800000000056
321.0400000000003	321.04	321.0400000000006
320.6730000000001	320.673	320.67300000000023
320.61199999999974	320.61199999999945	320.612
320.49500000000023	320.495	320.49500000000046
319.7669999999999	319.76699999999977	319.767
319.99400000000014	319.994	319.99400000000026
319.79700000000037	319.797	319.7970000000007
319.705	319.705	319.705
319.31199999999995	319.3119999999999	319.312
319.12000000000023	319.12	319.12000000000046
318.9030000000002	318.903	318.90300000000036
318.8430000000002	318.843	318.84300000000036
318.6730000000001	318.673	318.67300000000023
318.3109999999998	318.31099999999964	318.311
318.2919999999999	318.29199999999986	318.292
318.2330000000001	318.233	318.23300000000023
317.6949999999998	317.69499999999965	317.695
317.6859999999998	317.68599999999964	317.686
317.65400000000034	317.654	317.6540000000007
317.30999999999995	317.3099999999999	317.31
317.33	317.33	317.33
317.0730000000002	317.073	317.07300000000043
317.0969999999998	317.09699999999964	317.097
316.59100000000024	316.591	316.59100000000046
316.4779999999997	316.47799999999944	316.478
316.37000000000023	316.37	316.37000000000046
316.3080000000003	316.308	316.30800000000056
316.10000000000025	316.1	316.1000000000005
316.07200000000006	316.072	316.0720000000001
315.857	315.857	315.857
315.6389999999998	315.63899999999956	315.639
315.66300000000035	315.663	315.6630000000007
315.3320000000002	315.332	315.33200000000045
315.30700000000013	315.307	315.30700000000024
315.0669999999997	315.06699999999944	315.067
314.7800000000001	314.78	314.7800000000002
314.8439999999997	314.8439999999994	314.844
314.68100000000004	314.681	314.6810000000001
314.5869999999997	314.5869999999994	314.587
314.5120000000001	314.512	314.5120000000002
314.23999999999984	314.23999999999967	314.24
314.27100000000013	314.271	314.27100000000024
313.88299999999987	313.88299999999975	313.883
314.0939999999997	314.0939999999994	314.094
313.973	313.973	313.973
313.44900000000007	313.449	313.4490000000001
313.61900000000014	313.619	313.61900000000026
313.3490000000001	313.349	313.3490000000002
313.3610000000002	313.361	313.36100000000044
313.12000000000023	313.12	313.12000000000046
313.3459999999997	313.34599999999944	313.346
313.06199999999995	313.0619999999999	313.062
312.94900000000007	312.949	312.9490000000001
312.8639999999997	312.8639999999994	312.864
312.5300000000001	312.53	312.5300000000002
312.55099999999993	312.5509999999999	312.551
312.7060000000001	312.706	312.70600000000013
312.1640000000001	312.164	312.1640000000002
312.1110000000002	312.111	312.11100000000044
312.00799999999987	312.00799999999975	312.008
311.8600000000001	311.86	311.86000000000024
311.80999999999995	311.8099999999999	311.81
311.7109999999999	311.7109999999998	311.711
311.4879999999999	311.4879999999998	311.488
311.29999999999984	311.29999999999967	311.3
311.4159999999998	311.41599999999966	311.416
311.1470000000003	311.147	311.14700000000056
311.1569999999998	311.15699999999964	311.157
310.7453249999998	310.71317116080445	310.77747883919517
310.8369999999997	310.8369999999994	310.837
310.70249999999976	310.66570665821075	310.73929334178877
310.4719999999998	310.47199999999964	310.472
310.42784999999986	310.3567815294943	310.49891847050543
309.92424999999986	309.88847727994676	309.96002272005296
310.06100000000026	310.03100000000023	310.0910000000003
309.9245000000001	309.8529545598938	309.99604544010634
309.76449999999977	309.7318082579232	309.79719174207634
309.67489999999987	309.63960424954746	309.71019575045227
309.58047499999986	309.52595299182883	309.6349970081709
309.3002500000001	309.2607412984269	309.3397587015733
309.3400000000001	309.34	309.3400000000002
309.2656999999999	309.2284963711447	309.3029036288552
309.09399999999977	309.0591431498839	309.12885685011565
309.0415750000001	309.0145973356275	309.06855266437265
308.8439999999997	308.8439999999994	308.844
308.5692750000002	308.5460123824561	308.5925376175442
308.56309999999974	308.51839999999976	308.6077999999997
308.5374500000001	308.44854360259245	308.62635639740773
308.2504499999999	308.14002650838694	308.36087349161284
308.258375	308.16641395186	308.35033604814
308.0268749999999	307.9201381301985	308.1336118698013
307.8277	307.7594196221452	307.8959803778548
307.7768	307.68247948261376	307.8711205173862
307.6619000000002	307.60566486863195	307.7181351313684
307.69310000000013	307.60981320632914	307.7763867936711
307.4641499999999	307.403341879654	307.5249581203458
307.3467000000001	307.2085015557252	307.484898444275
307.1611249999999	307.08040041034474	307.2418495896551
306.9237500000001	306.79106451661926	307.05643548338094
307.039525	306.9471361512411	307.1319138487589
306.88937499999986	306.7653744581664	307.01337554183334
306.6864000000001	306.56581397261715	306.80698602738306
306.5250999999999	306.3841167031169	306.6660832968829
306.46010000000007	306.34323409393676	306.5769659060634
306.2860749999999	306.11095155960714	306.4611984403927
306.28425000000004	306.1634363521783	306.4050636478218
306.2832749999998	306.145213965037	306.42133603496256
305.92777499999994	305.79746124640883	306.05808875359105
305.89662500000014	305.6997017043366	306.0935482956637
305.85267500000015	305.7145150587183	305.990834941282
305.70525000000004	305.53247576146896	305.8780242385311
305.76970000000006	305.6257989576133	305.9136010423868
305.5543250000002	305.3967344883093	305.7119155116911
305.367325	305.212768636899	305.521881363101
305.34340000000003	305.1841415936285	305.50265840637155
305.25185	305.11721576401226	305.3864842359877
305.1302000000001	304.93914173663524	305.321258263365
304.9874000000001	304.8501003641666	305.12469963583357
304.86694999999986	304.68451152406897	305.04938847593075
304.71079999999995	304.56137791327916	304.86022208672074
304.51149999999996	304.2848731039792	304.73812689602073
304.5726249999999	304.3697831049806	304.7754668950192
304.5113500000001	304.29701316812094	304.7256868318793
304.37652499999996	304.1498476977066	304.6032023022933
304.1572	303.9072808930874	304.4071191069126
304.08489999999995	303.8551326393936	304.3146673606063
304.12462500000004	303.8636777172493	304.3855722827508
304.00379999999984	303.74986878884215	304.25773121115753
303.9200999999999	303.6176558894604	304.22254411053933
303.7376750000001	303.4406257290449	304.0347242709553
303.841375	303.5319936263283	304.15075637367175
303.73349999999994	303.40309214597704	304.06390785402283
303.68422499999986	303.3964124318674	303.9720375681323
303.71655	303.33252825907897	304.100571740921
303.69275000000016	303.3473286087981	304.03817139120224
303.752975	303.4263250736645	304.0796249263355
303.67600000000004	303.31132569325496	304.04067430674513
303.64902500000005	303.2875597535724	304.0104902464277
303.80672500000003	303.38734635322004	304.22610364678
303.8688	303.4167407007925	304.32085929920754
303.7974750000001	303.38839823535193	304.2065517646482
303.88064999999995	303.43071953037156	304.33058046962833
304.1768750000001	303.77406461113833	304.5796853888619
304.0539249999999	303.5876930626822	304.52015693731755
304.0981749999999	303.6398201763371	304.55652982366274
304.1718	303.7632175603382	304.58038243966183
304.19224999999983	303.7403171095172	304.64418289048245
304.60387500000013	304.1393271452263	305.068422854774
304.446875	303.9771441628443	304.91660583715566
304.6096	304.13223568419914	305.08696431580086
304.6372249999999	304.2035792639722	305.0708707360276
304.883325	304.411288063548	305.355361936452
304.986475	304.5616823454319	305.41126765456806
305.23044999999996	304.7517765753146	305.70912342468534
305.45029999999997	304.9733059119863	305.92729408801364
305.3362000000001	304.918113752917	305.75428624708314
305.62355	305.1468933651988	306.1002066348012
305.82132500000006	305.33409228417014	306.30855771583
305.9590249999999	305.5207569035395	306.39729309646026
306.1515499999999	305.65813278556567	306.6449672144341
306.12752499999993	305.6537729030389	306.601277096961
306.5283750000001	306.06675872605064	306.98999127394956
306.5724250000002	306.0885352456397	307.05631475436064
306.72542500000003	306.2772721863583	307.17357781364177
307.1341749999998	306.6453069765262	307.62304302347343
307.4056500000002	306.91802906371873	307.8932709362817
307.33194999999984	306.8727612615709	307.7911387384288
307.74987500000015	307.2411552250995	308.2585947749008
307.88135	307.37309486967666	308.38960513032333
308.12797499999994	307.6236783865124	308.6322716134875
308.379475	307.8577279354419	308.9012220645581
308.58365000000003	308.11199829852956	309.0553017014705
308.7759500000001	308.23866064825376	309.3132393517464
308.8866749999999	308.3454050402063	309.42794495979354
309.2283000000001	308.73039673630325	309.72620326369696
309.551925	309.01269631996246	310.0911536800375
309.72785000000005	309.18905632195623	310.26664367804386
309.98735	309.5022859037199	310.4724140962801
310.33939999999996	309.80165522782636	310.87714477217355
310.52570000000003	309.983448526973	311.06795147302705
310.80482500000016	310.2903532861276	311.31929671387275
311.0514999999999	310.5173919116882	311.58560808831163
311.209775	310.68071382737907	311.7388361726209
311.65887499999997	311.1781645784622	312.13958542153773
312.0281000000001	311.49764265958527	312.55855734041495
312.37120000000004	311.8385624966265	312.9038375033736
312.61617500000006	312.1149816297576	313.1173683702425
312.836725	312.319117282346	313.354332717654
313.391025	312.85528931482025	313.9267606851798
313.60847500000006	313.110348159351	314.1066018406491
313.94197499999996	313.42025915360944	314.4636908463905
314.10952499999996	313.56265303200837	314.65639696799155
314.33157500000004	313.7833843904717	314.87976560952836
314.74687499999993	314.250622887284	315.24312711271585
315.13505	314.5914922316809	315.67860776831907
315.4516499999999	314.9035014548956	315.9997985451042
315.84164999999996	315.3383250776089	316.34497492239103
316.2906499999999	315.73765246157865	316.8436475384212
316.497225	315.94338312331047	317.05106687668956
316.846675	316.29143953699804	317.40191046300197
317.19952500000016	316.6877378866659	317.71131211333443
317.7601750000001	317.2369028486534	318.2834471513468
318.0221499999999	317.48443011241903	318.55986988758076
318.26714999999996	317.7341549929877	318.8001450070122
318.81764999999996	318.26171989872824	319.37358010127167
318.91197500000004	318.3509847822823	319.4729652177178
319.49097499999993	318.92931631861507	320.0526336813848
319.889	319.34997852547417	320.42802147452585
320.2398	319.6642713647437	320.8153286352563
320.67137499999995	320.1139409371952	321.2288090628047
321.2519000000001	320.73102992022973	321.77277007977045
321.7495	321.21443467688516	322.28456532311486
321.98975000000013	321.43181874303383	322.5476812569664
322.36554999999987	321.8425218482719	322.88857815172787
322.85437500000006	322.30018312494684	323.4085668750533
323.42382499999997	322.8711221916346	323.97652780836535
323.90685	323.39801556965944	324.4156844303406
324.2913500000001	323.73504084359513	324.84765915640503
324.79189999999994	324.2408028307094	325.34299716929047
325.3314749999999	324.81247230311385	325.85047769688595
325.909525	325.3879528579381	326.43109714206184
326.11482500000005	325.5924531550706	326.6371968449295
326.58344999999997	326.0379371243499	327.12896287565
327.12165	326.60557885422645	327.6377211457735
327.61592499999995	327.0529378603822	328.1789121396177
328.05755000000005	327.4871284475496	328.6279715524505
328.6097249999999	328.0866555023469	329.1327944976529
328.84940000000006	328.31045089294076	329.38834910705935
329.55697499999997	328.97793676777775	330.1360132322222
329.94977499999993	329.38534929685113	330.51420070314873
330.4284499999999	329.8809262585055	330.9759737414943
330.8256	330.26349797189476	331.38770202810525
331.37924999999996	330.7821628309032	331.9763371690967
332.0102999999999	331.41827144494533	332.6023285550545
332.380925	331.8222527173736	332.9395972826264
332.80637499999995	332.1943822432005	333.4183677567994
333.4031749999999	332.8085165313181	333.99783346868173
333.9609250000002	333.3994812633934	334.522368736607
334.36369999999994	333.7738176303702	334.95358236962966
334.86837499999996	334.24583481304415	335.49091518695576
335.3514	334.7417224704813	335.9610775295187
335.66492500000004	335.0897002010084	336.2401497989917
336.44019999999995	335.8369267120118	337.0434732879881
337.0246	336.3882985462849	337.66090145371516
337.5697250000001	336.95018932760104	338.1892606723992
338.0843250000001	337.4793391163838	338.6893108836164
338.682875	338.0652509158072	339.30049908419284
339.19359999999995	338.5599219745012	339.8272780254987
339.7584499999999	339.15517407018007	340.3617259298198
340.31577499999986	339.69834154255284	340.9332084574469
340.901325	340.2486604465156	341.55398955348437
341.59895	340.94512907841676	342.25277092158325
342.098525	341.4947360473228	342.7023139526772
342.71040000000005	342.09335730293606	343.32744269706404
343.20860000000005	342.59523783944564	343.82196216055445
344.02562500000005	343.37888603845914	344.67236396154095
344.53355	343.8784470710644	345.1886529289356
344.90447499999993	344.26494939505903	345.54400060494083
345.38755000000003	344.74067725555955	346.0344227444405
345.78552499999995	345.10957455849183	346.46147544150807
346.52065	345.86001876587613	347.18128123412384
347.09192500000006	346.4563761274694	347.7274738725307
347.55055	346.92293953362775	348.1781604663722
347.965625	347.3341421939197	348.59710780608026
348.718475	348.07799432162244	349.3589556783776
349.07182500000005	348.3991390075972	349.74451099240287
349.6352750000001	348.9781720024609	350.2923779975393
350.10435000000007	349.47298728531064	350.7357127146895
350.290475	349.65735506714765	350.9235949328524
350.9786000000001	350.35152708557945	351.6056729144207
351.2739000000001	350.64340627283065	351.9043937271695
351.890675	351.2310452406842	352.5503047593158
352.27097499999996	351.6570221317967	352.88492786820325
352.82505000000003	352.1908761693353	353.45922383066477
353.3239249999999	352.6882824358375	353.95956756416234
353.8798749999999	353.25092396106686	354.50882603893297
354.22415	353.5604173147268	354.8878826852732
354.73235000000005	354.0727302402141	355.391969759786
355.2548250000001	354.59591670260585	355.91373329739434
355.6087000000001	354.9577357075846	356.2596642924156
355.99325	355.3566190727745	356.6298809272255
356.366625	355.72537716618297	357.00787283381703
356.8712750000001	356.2146502598516	357.52789974014854
357.4041249999998	356.7483557880243	358.0598942119753
357.68154999999985	357.0575296898336	358.3055703101661
358.30185000000006	357.6541193634697	358.9495806365304
358.5685749999999	357.93052148000726	359.20662851999253
359.1472499999999	358.5106232353253	359.78387676467446
359.73494999999986	359.0669143740786	360.40298562592113
360.01977500000015	359.3903247046035	360.64922529539683
360.33337500000005	359.6882424288373	360.97850757116277
360.765675	360.1234864222637	361.4078635777363
361.287925	360.6175155584085	361.95833444159143
361.71542500000004	361.04993169096156	362.3809183090385
361.99452500000007	361.3471514607084	362.64189853929173
362.53755	361.8775677294048	363.1975322705952
363.04837499999996	362.38605865989126	363.71069134010867
363.4245250000001	362.7362614244892	364.11278857551093
363.75474999999994	363.0910845439907	364.4184154560092
364.12755000000004	363.4567768285777	364.7983231714224
364.62422500000014	363.93825920320336	365.3101907967969
364.985875	364.3170216084597	365.65472839154035
365.3452250000001	364.6446424392872	366.04580756071294
365.68045	364.9839700307977	366.3769299692023
366.076875	365.346345904498	366.80740409550197
366.5701	365.8637704805829	367.27642951941715
366.9591750000001	366.2454614059198	367.67288859408035
367.288075	366.5756365329202	368.00051346707977
367.63924999999995	366.9165648074714	368.3619351925285
367.75142500000004	367.0225252165078	368.4803247834923
368.23330000000004	367.49979815269495	368.96680184730513
368.5927	367.85637900342306	369.3290209965769
368.8278000000001	368.08388185262095	369.5717181473792
368.9061000000001	368.1541178592547	369.6580821407455
369.42232499999994	368.674692757935	370.16995724206487
369.79622500000005	369.03509106016094	370.55735893983916
369.86377500000003	369.1130717467934	370.61447825320664
370.2773499999999	369.52584425983554	371.02885574016426
370.50675000000007	369.7244639349957	371.28903606500444
370.875425	370.11833920936925	371.63251079063076
371.1457	370.39828521555967	371.8931147844403
371.407525	370.65096009903317	372.16408990096687
371.63275	370.8689478413882	372.39655215861177
371.8884	371.13534416541665	372.6414558345833
372.1344000000001	371.3720350349079	372.89676496509225
372.34375	371.59040520012417	373.09709479987583
372.77275	372.01803499584275	373.5274650041572
372.8407999999999	372.0724435657846	373.60915643421515
373.39664999999997	372.64218059869864	374.1511194013013
373.4731249999999	372.72722493338574	374.2190250666141
373.64582500000006	372.86497982048303	374.4266701795171
373.86942500000004	373.11761967654525	374.6212303234548
374.2771750000001	373.5048566754894	375.0494933245108
374.5476749999999	373.79198335033385	375.303366649666
374.66104999999993	373.9063991552379	375.41570084476194
374.78979999999996	374.02472921242537	375.55487078757454
375.2098750000001	374.4413609732088	375.97838902679143
375.40115000000003	374.6397808533307	376.16251914666935
375.7252249999999	374.9543680584245	376.4960819415753
375.81315000000006	375.01164215381266	376.61465784618747
376.21187499999996	375.4299381039687	376.9938118960312
376.5305250000002	375.743676571537	377.3173734284634
376.780025	375.99912751993304	377.560922480067
377.0384500000001	376.23175985037636	377.8451401496239
377.34262500000006	376.54185556728237	378.14339443271774
377.343675	376.52557086886816	378.1617791311319
377.69845	376.90137986663655	378.4955201333634
378.05297499999995	377.2468151992315	378.8591348007684
378.151925	377.33778209523757	378.96606790476244
378.61424999999997	377.7905391359827	379.4379608640172
378.869875	378.0506794132351	379.68907058676484
379.0184500000001	378.19673435727447	379.8401656427257
379.42040000000003	378.61460198560684	380.2261980143932
379.741325	378.92205500825435	380.5605949917457
379.99985000000004	379.178921271364	380.82077872863607
380.177825	379.36771467147986	380.9879353285201
380.45645	379.6371577459783	381.27574225402174
380.75772500000005	379.9340523408842	381.5813976591159
381.1680999999999	380.3534978946749	381.98270210532496
381.4848750000001	380.6421347616259	382.3276152383743
381.7978500000001	380.96393233170187	382.6317676682983
382.087175	381.2657058317563	382.9086441682437
382.51995	381.681732875682	383.358167124318
382.83805	381.98484401812925	383.69125598187077
383.35080000000005	382.50886733642176	384.19273266357834
383.64317500000004	382.7937548187146	384.4925951812855
383.99015	383.1512147954103	384.8290852045898
384.29972499999997	383.43942272790315	385.1600272720968
384.588075	383.7278855909888	385.4482644090112
384.9047	384.04729358528175	385.76210641471823
385.2068749999999	384.33772566911654	386.0760243308833
385.7064250000001	384.8273968750945	386.58545312490565
386.01250000000005	385.1202038047823	386.9047961952178
386.447825	385.54003003726064	387.3556199627394
386.65745	385.7671422456251	387.54775775437486
387.11680000000007	386.21112894492546	388.0224710550747
387.42560000000003	386.5312348955824	388.3199651044177
387.617975	386.7177244935436	388.5182255064564
387.9859000000001	387.0538456882778	388.9179543117223
388.25870000000003	387.35126396368673	389.16613603631333
388.54139999999995	387.60178048125846	389.48101951874145
388.71834999999993	387.78889081450546	389.6478091854944
389.21702499999986	388.3079708077896	390.1260791922101
389.41512500000005	388.48332217247963	390.34692782752046
389.8354249999999	388.909768911393	390.7610810886068
390.065	389.1485224225329	390.9814775774671
390.4228499999999	389.503392563519	391.34230743648084
390.6548249999999	389.72104416684095	391.58860583315885
390.87382500000007	389.95174255012097	391.79590744987917
391.20762500000006	390.2587530990698	392.15649690093034
