Average	Stdev min	Stdev plus
103.7	92.9524421378622	114.4475578621378
104.2	93.39444587260792	115.00555412739209
104.8	93.89770666327492	115.70229333672508
105.2	94.18818815998021	116.21181184001979
105.65	94.70799378541577	116.59200621458425
106.4	95.17770077034123	117.62229922965878
107.05	95.65493527881478	118.44506472118522
107.7	95.99914533036156	119.40085466963845
108.3	96.45896963942748	120.14103036057251
108.85	96.80726359999522	120.89273640000476
109.15	97.21151182100515	121.08848817899487
109.7	97.82944820153672	121.57055179846328
110.15	98.31245380156851	121.9875461984315
110.65	98.82090451471458	122.47909548528543
111.05	99.76073518779899	122.33926481220101
111.35	99.96459267307489	122.7354073269251
111.7	100.17134006052743	123.22865993947258
112.35	100.92951402084832	123.77048597915167
113.05	101.33900089659298	124.76099910340702
113.85	101.78237803044858	125.9176219695514
114.4	101.96456675463216	126.83543324536785
115.2	103.04023026533808	127.35976973466192
115.95	103.59898789572287	128.30101210427713
116.55	103.879266003897	129.22073399610298
117.1	104.29414196549095	129.90585803450904
117.7	104.71115863519768	130.68884136480233
118.15	105.2183527731383	131.08164722686172
118.75	106.29257249669901	131.207427503301
119.25	106.85292373178257	131.64707626821743
119.6	107.18871481271984	132.01128518728015
120.2	107.74367630478399	132.65632369521603
120.75	108.13304711905445	133.36695288094555
121.15	108.428856183503	133.871143816497
121.6	108.68721563720666	134.51278436279333
122.2	109.41094217700146	134.98905782299855
122.7	109.72656560505277	135.67343439494724
123.15	110.10287387966224	136.19712612033777
123.95	110.74214249016897	137.15785750983105
124.45	111.18924964415663	137.71075035584337
125.15	111.90887089406648	138.39112910593354
125.75	112.85474893613932	138.64525106386068
126.2	113.22078584813396	139.17921415186606
126.7	113.8	139.6
127.4	114.27216697242078	140.52783302757922
128.05	115.12918346233491	140.97081653766512
128.55	115.4906164004575	141.60938359954253
128.95	115.7762571757302	142.12374282426978
129.5	116.20526419969167	142.79473580030833
129.9	116.3800147929075	143.4199852070925
130.6	116.99338396220426	144.20661603779573
131.25	117.5793196950554	144.9206803049446
131.7	117.90833585095692	145.49166414904306
132.7	118.96282416215035	146.43717583784962
133.05	119.27148411475315	146.82851588524687
133.65	119.68835611398143	147.61164388601858
134.3	120.50833585095694	148.09166414904308
134.75	120.98455412999637	148.51544587000365
135.3	121.28893294570325	149.31106705429676
135.95	121.94473313356721	149.95526686643277
136.35	122.28132913171964	150.41867086828034
136.7	122.7318218797153	150.66817812028467
137.35	123.55045290598274	151.14954709401724
137.8	123.75507208989666	151.84492791010337
138.6	124.60928879577595	152.59071120422402
139.15	125.15258952520146	153.14741047479856
139.8	125.76219390360447	153.83780609639555
140.25	126.12245598131084	154.37754401868915
140.85	126.62581285274972	155.07418714725029
141.15	126.97863803299063	155.32136196700938
142.0	127.82608028807839	156.1739197119216
142.55	128.25498338580888	156.84501661419114
143.15	128.8942117019086	157.4057882980914
143.65	129.31725776412623	157.9827422358738
144.1	129.42382883719327	158.77617116280672
144.4	129.70170077866152	159.0982992213385
145.15	130.25276871361663	160.04723128638338
145.65	130.80993598396557	160.49006401603444
146.15	131.12244198147948	161.17755801852053
146.95	132.0890612678741	161.8109387321259
147.7	132.40261460248843	162.99738539751155
148.2	132.89771258928914	163.50228741071084
148.6	133.19740281640787	164.00259718359212
149.25	133.62030070666745	164.87969929333255
149.8	134.3610881212438	165.23891187875623
150.6	135.1876672758469	166.01233272415308
151.0	135.48226820698335	166.51773179301665
151.35	135.68706604751205	167.01293395248794
151.9	136.36648784080046	167.43351215919955
152.5	136.70284835801087	168.29715164198913
152.9	136.99434062982613	168.80565937017388
153.3	137.20310588964443	169.3968941103556
154.0	137.89410045976942	170.10589954023058
154.75	138.77854108104083	170.72145891895917
155.4	139.36129681052736	171.43870318947265
156.0	139.81358594376135	172.18641405623865
156.6	140.2097590011617	172.9902409988383
157.1	140.81227456027085	173.38772543972914
157.85	141.38405028551344	174.31594971448655
158.4	141.87910414051345	174.92089585948656
158.7	142.29847568059603	175.10152431940395
159.15	142.47284496684162	175.8271550331584
159.6	142.81190898285334	176.38809101714665
160.15	143.24948225645144	177.05051774354857
160.9	143.87384365160474	177.92615634839527
161.35	144.20568607380278	178.4943139261972
161.85	144.81980622541246	178.88019377458753
162.1	144.91599581005636	179.28400418994363
163.05	145.7917411075161	180.30825889248393
163.6	146.266794872269	180.933205127731
164.2	146.85468362929058	181.5453163707094
164.85	147.5518064526957	182.1481935473043
165.2	147.708287676731	182.69171232326897
165.8	148.29400102821893	183.3059989717811
166.4	148.88886068812198	183.91113931187803
167.0	149.4728781598347	184.5271218401653
167.45	149.76533149872466	185.1346685012753
167.95	150.23143628845722	185.66856371154276
168.45	150.57410841384407	186.3258915861559
169.05	151.1657191925423	186.93428080745772
169.4	151.41834267927453	187.38165732072548
170.25	152.0514423648466	188.4485576351534
170.95	152.4798213327537	189.4201786672463
171.5	153.10842584225048	189.89157415774952
172.1	153.61243661268472	190.58756338731527
172.45	153.94196120600563	190.95803879399435
172.8	154.3078394988579	191.29216050114212
173.5	154.95411096765648	192.04588903234352
174.0	155.62066377694777	192.37933622305223
174.7	156.05033512365435	193.34966487634563
175.3	156.91223232689734	193.68776767310268
175.95	157.40148253902754	194.49851746097244
176.5	157.80909311991525	195.19090688008475
176.9	158.10398978506342	195.6960102149366
177.25	158.34530481599876	196.15469518400124
177.95	158.93296816009394	196.96703183990604
178.7	159.5607732653589	197.83922673464107
179.1	159.8155503060108	198.38444969398918
179.75	160.64273698302134	198.85726301697866
180.4	161.3673963946075	199.4326036053925
180.8	161.83529594219831	199.7647040578017
181.25	162.12181399086677	200.37818600913323
181.8	162.53967809199443	201.0603219080056
182.35	163.0853302649643	201.61466973503568
182.95	163.6459201203476	202.25407987965238
183.4	164.02630649566274	202.77369350433727
184.1	164.50178579563942	203.69821420436057
184.5	164.78579192561872	204.21420807438128
184.95	165.17002275026584	204.72997724973413
185.65	166.00496245867674	205.29503754132327
186.35	166.62115056573242	206.07884943426757
187.0	167.0902034164083	206.9097965835917
187.55	167.94266718801356	207.15733281198646
188.3	168.7421371310667	207.85786286893332
188.9	169.18224150670264	208.61775849329737
189.85	169.9043864471408	209.79561355285918
190.15	170.1768304968891	210.12316950311092
190.65	170.49987593090307	210.80012406909694
191.1	170.943363375801	211.256636624199
191.5	171.35676292151632	211.64323707848368
191.85	171.54415108891035	212.15584891108963
192.15	171.83430409757028	212.46569590242973
192.75	172.37139602426112	213.12860397573888
193.25	172.7052318095336	213.7947681904664
194.0	173.31425611683255	214.68574388316745
194.6	173.8529520172146	215.3470479827854
195.2	174.37549520396703	216.02450479603294
195.7	174.91274428886774	216.48725571113224
196.4	175.52082377103926	217.27917622896075
197.15	176.09940618414768	218.20059381585233
197.65	176.67793524709597	218.62206475290404
198.35	177.22590238613728	219.4740976138627
199.1	177.87289468627432	220.32710531372567
199.6	178.38585377631236	220.81414622368763
199.85	178.58200761707866	221.11799238292133
200.35	179.25195506687882	221.44804493312117
201.05	179.88759229199098	222.21240770800904
201.6	180.296479164232	222.90352083576798
201.95	180.64865027750588	223.2513497224941
202.25	180.99000235183456	223.50999764816544
202.7	181.47949105228622	223.92050894771376
203.5	182.21972744535447	224.78027255464553
203.85	182.39708644496045	225.30291355503954
204.6	182.97963922595184	226.22036077404815
205.25	183.3527969822628	227.1472030177372
205.8	183.9468537734266	227.65314622657343
206.2	184.12376843752537	228.2762315624746
206.65	184.66301521354055	228.63698478645946
207.3	185.18190785804526	229.41809214195476
208.05	185.83632178138885	230.26367821861118
208.75	186.69580538763657	230.80419461236343
209.1	186.90112615468973	231.29887384531025
209.5	187.2188420408633	231.7811579591367
209.9	187.82988445884345	231.97011554115656
210.5	188.5603099383788	232.4396900616212
210.8	188.76911259163626	232.83088740836376
211.55	189.38589613812462	233.7141038618754
212.05	189.68378664145405	234.41621335854597
212.75	190.32261718345183	235.17738281654817
213.2	190.58230781003508	235.8176921899649
213.9	190.98733974415018	236.81266025584983
214.5	191.74368219592634	237.25631780407366
215.2	192.35355607539762	238.04644392460236
215.5	192.66690997696546	238.33309002303454
215.95	193.03608501368655	238.86391498631343
216.45	193.50773550845514	239.39226449154484
217.05	194.16446963690814	239.93553036309189
217.7	195.14539958234684	240.25460041765314
218.2	195.4676442047904	240.9323557952096
218.7	195.79126804033012	241.60873195966985
219.3	196.19567140122874	242.4043285987713
219.85	196.7063723673232	242.99362763267678
220.35	197.16536068859384	243.53463931140615
220.7	197.5610717620716	243.83892823792837
221.5	198.40995885668457	244.59004114331543
222.35	199.46272187436873	245.23727812563126
222.9	199.9829757603654	245.8170242396346
223.15	200.08861452557545	246.21138547442456
223.85	200.57710804390652	247.12289195609347
224.45	201.1723819947143	247.72761800528568
224.95	201.60160605095072	248.29839394904926
225.35	201.77400585341098	248.925994146589
225.85	202.25280737036712	249.44719262963287
226.4	202.59789925237692	250.2021007476231
226.9	203.14521100914595	250.65478899085406
227.4	203.84495807687875	250.95504192312126
228.25	204.4490021217597	252.0509978782403
228.75	205.0479431272305	252.4520568727695
229.6	205.96654913052265	253.23345086947734
230.05	206.35933728238064	253.7406627176194
230.5	206.58452383915386	254.41547616084614
231.15	207.28941534664332	255.0105846533567
231.7	207.69979166757088	255.7002083324291
232.25	208.01598464967063	256.4840153503294
232.85	208.40562436878372	257.29437563121627
233.3	209.01193708835552	257.5880629116445
233.85	209.50400443604738	258.1959955639526
234.2	209.8451236915479	258.55487630845204
234.6	210.3710916465475	258.8289083534525
235.5	211.2605693136163	259.7394306863837
236.25	211.9521091450307	260.5478908549693
236.85	212.43427760642746	261.26572239357256
237.25	212.88429664466875	261.6157033553312
237.85	213.4957909182006	262.2042090817994
238.55	213.9055787245876	263.1944212754124
238.95	214.2690863216128	263.6309136783872
239.6	214.7034138886473	264.4965861113527
240.2	215.31104662706764	265.08895337293234
240.3	215.38996186273494	265.2100381372651
240.75	215.74625028120784	265.75374971879216
241.15	216.02774890659677	266.27225109340327
241.6	216.31087190115088	266.8891280988491
242.3	217.08472685057725	267.51527314942274
243.25	218.1564251251441	268.3435748748559
243.85	218.88146980697502	268.81853019302497
244.4	219.33328900713138	269.4667109928686
245.1	220.086203806699	270.113796193301
245.65	220.27033294150613	271.0296670584939
246.15	220.65632431366555	271.64367568633446
246.6	220.9691592022423	272.2308407977577
247.1	221.54437439623126	272.6556256037687
247.6	222.01015826543664	273.18984173456334
247.9	222.33263799294107	273.4673620070589
248.2	222.56486785678683	273.8351321432131
248.75	222.99563143853067	274.50436856146933
249.4	224.02205682093208	274.7779431790679
250.05	224.48933686306242	275.6106631369376
250.8	225.50059289232257	276.09940710767745
251.35	225.77799382136786	276.92200617863216
251.9	226.35611619193355	277.44388380806646
252.7	226.84057231878478	278.5594276812152
253.15	227.11295907749886	279.1870409225012
253.8	227.56910218844962	280.0308978115504
254.35	228.07972211795237	280.6202778820476
254.85	228.59114435090515	281.10885564909483
255.4	228.975768696138	281.824231303862
255.9	229.22810467926962	282.5718953207304
256.4	229.67473105841586	283.12526894158407
257.15	230.98079099399448	283.3192090060055
257.4	231.18664462530597	283.613355374694
257.9	231.91558159203865	283.88441840796133
258.2	232.21038669006404	284.1896133099359
259.0	232.669409425537	285.33059057446303
259.55	233.31934045815854	285.7806595418415
260.1	233.63322837972112	286.5667716202789
261.0	234.16159468224686	287.83840531775314
261.7	234.95472004259443	288.44527995740555
262.25	235.6119163602184	288.8880836397816
262.45	235.7920274589383	289.1079725410617
263.2	236.2712050028227	290.1287949971773
263.8	237.0481776321687	290.55182236783133
264.5	237.42325721213868	291.57674278786135
264.9	237.64949541751565	292.1505045824843
265.45	238.3659179590668	292.5340820409332
265.8	238.69169868840913	292.9083013115909
266.5	239.55839648424762	293.4416035157524
267.4	240.27915930506575	294.5208406949342
267.9	240.73955081372915	295.06044918627083
268.2	240.89505539284139	295.5049446071586
269.0	241.51182072235412	296.4881792776459
269.5	241.82781179595656	297.17218820404344
270.05	242.32731073651044	297.7726892634896
270.65	242.96737909806947	298.3326209019305
271.2	243.42123112879187	298.9787688712081
271.85	243.98734578328907	299.712654216711
272.35	244.6312788895303	300.06872111046977
272.45	244.68405863292224	300.21594136707773
273.2	245.30985837253598	301.090141627464
273.65	245.76940639082443	301.5305936091755
274.05	246.10993020767486	301.99006979232513
274.7	246.59466242864175	302.8053375713582
275.25	247.06157152305224	303.43842847694776
275.9	247.7328205174888	304.06717948251116
276.3	248.23204674366156	304.36795325633847
277.05	248.65198070287298	305.4480192971271
277.7	249.50053191991026	305.8994680800897
278.3	250.01555197639524	306.5844480236048
279.15	250.5820546766135	307.71794532338646
279.7	251.1516200109358	308.2483799890642
279.85	251.2943087984199	308.4056912015801
280.55	251.77939868546366	309.32060131453636
280.75	252.16175941055485	309.33824058944515
281.35	252.72610264132436	309.9738973586757
281.8	253.18077569185357	310.41922430814645
282.45	253.5216834226393	311.37831657736064
283.05	253.85500899126703	312.244991008733
283.6	254.38459310569166	312.81540689430835
284.4	255.35279703654754	313.4472029634524
285.0	255.8589636423136	314.1410363576864
285.65	256.32547954356284	314.9745204564371
286.35	256.70328854661955	315.9967114533805
286.75	257.0769903784601	316.4230096215399
287.2	257.5240838389107	316.87591616108926
287.7	257.9912470810369	317.4087529189631
288.35	258.8673356020865	317.83266439791356
288.75	259.21717927457655	318.28282072542345
289.05	259.3793495184214	318.7206504815786
289.5	259.89679071451883	319.10320928548117
290.1	260.2622722044724	319.9377277955276
290.65	260.67788796230735	320.6221120376926
291.45	261.52597119370455	321.3740288062954
292.05	262.18283575563294	321.9171642443671
292.8	262.9091987394115	322.6908012605885
293.6	263.3305434472305	323.8694565527695
294.2	263.8658608165651	324.5341391834349
294.75	264.2543035823085	325.2456964176915
295.3	264.86794453212207	325.73205546787796
295.75	265.4088151187202	326.0911848812798
296.25	265.8281739535576	326.6718260464424
296.8	266.23924084712553	327.3607591528745
297.25	266.59567730319264	327.90432269680736
297.7	266.79352818583135	328.60647181416863
298.0	266.9822631386492	329.0177368613508
298.65	267.8437100578469	329.45628994215303
299.35	268.6477606679904	330.05223933200966
299.75	269.0028456601265	330.4971543398735
300.4	269.6243602828471	331.1756397171529
301.2	270.3445304686511	332.0554695313489
301.7	270.6692088402503	332.7307911597497
302.3	271.4469612517665	333.15303874823354
302.7	271.71435816382046	333.6856418361795
303.3	272.4388593859527	334.1611406140473
303.8	272.776460550092	334.823539449908
304.45	273.2018400541728	335.6981599458272
304.85	273.63417869092666	336.0658213090734
305.05	273.80984154969764	336.2901584503024
305.7	274.48125563063115	336.9187443693688
306.6	275.22421315727684	337.9757868427232
307.25	275.4744197535277	339.0255802464723
307.9	276.3834963868134	339.41650361318653
308.4	276.91921220807836	339.8807877919216
309.0	277.21792958286073	340.78207041713927
309.55	277.60399085957687	341.49600914042315
310.3	278.6012618547678	341.9987381452322
310.9	279.17319745073576	342.6268025492642
311.5	279.94766252715976	343.05233747284024
312.1	280.4331403514652	343.7668596485348
312.55	280.8333245752333	344.26667542476673
312.85	281.2078208715013	344.4921791284987
313.35	281.639946389197	345.06005361080304
313.65	281.87379034560604	345.4262096543939
314.55	282.23363417709226	346.86636582290777
315.05	282.59006315471333	347.5099368452867
315.65	282.90206113356135	348.3979388664386
316.1	283.4443726135908	348.75562738640923
316.5	283.8756226113049	349.1243773886951
316.95	284.3578613773198	349.54213862268017
317.45	284.80880670073475	350.0911932992652
318.25	285.8110188199444	350.6889811800556
319.05	286.4271935603327	351.67280643966734
319.6	287.0663251384047	352.13367486159535
320.0	287.66116885229155	352.33883114770845
320.55	288.28008366915094	352.8199163308491
321.35	289.04477596425	353.65522403575005
322.1	289.40000000000003	354.8
322.4	289.71452922168623	355.0854707783137
322.85	290.009057565289	355.690942434711
323.2	290.1415668852863	356.2584331147137
323.45	290.3947810474654	356.50521895253456
324.1	291.3847130533752	356.81528694662484
324.45	291.71855487455525	357.1814451254447
325.2	292.2977204437139	358.1022795562861
325.9	293.12821335355665	358.6717866464433
326.35	293.54256943922616	359.1574305607739
326.9	293.8804603302832	359.91953966971676
327.3	294.1275716897301	360.47242831026995
327.8	294.3715689868639	361.2284310131361
328.55	295.27316872056474	361.8268312794353
328.85	295.43551960601513	362.2644803939849
329.45	296.04120624745633	362.85879375254365
330.25	296.49962963166183	364.00037036833817
330.5	296.7501851856932	364.2498148143068
331.05	297.2646851428021	364.83531485719794
331.4	297.5615603196601	365.23843968033987
332.0	297.93388780620836	366.06611219379164
332.75	298.7575376002267	366.7424623997733
333.45	299.7818028400688	367.1181971599312
333.95	300.29071450550384	367.60928549449613
334.4	300.6014793223135	368.1985206776865
335.25	301.3429579585597	369.1570420414403
335.95	302.1350994382654	369.7649005617346
336.3	302.4516617837744	370.1483382162256
336.8	302.7609048298872	370.83909517011284
337.4	303.3670747657507	371.43292523424924
337.85	303.79963289478366	371.9003671052164
338.4	304.12843744443506	372.6715625555649
338.65	304.23448750926406	373.0655124907359
339.05	304.38521239066944	373.7147876093306
339.85	304.9769803429643	374.72301965703576
340.25	305.4622507195421	375.0377492804579
340.7	305.8573537170323	375.54264628296767
341.4	306.443741618989	376.35625838101095
341.85	306.7811035246331	376.9188964753669
342.4	307.41943396684377	377.3805660331562
342.95	308.0093717858422	377.8906282141578
343.4	308.2213132706748	378.57868672932517
343.95	308.75841719956316	379.1415828004368
344.6	309.469671222717	379.73032877728303
345.1	309.802832974869	380.39716702513107
345.5	309.9648061775372	381.0351938224628
346.25	310.61872862217797	381.88127137782203
346.75	311.04023242864776	382.45976757135224
347.25	311.41722868657797	383.08277131342203
347.95	311.9965926510435	383.9034073489565
348.3	312.1584726388051	384.4415273611949
348.75	312.4541669058279	385.0458330941721
349.3	313.14602373182174	385.4539762681783
349.65	313.5165321343218	385.7834678656782
350.1	313.8620364810604	386.33796351893966
350.6	314.1796760036378	387.02032399636227
351.45	314.93633817322615	387.96366182677383
351.85	315.4531938214354	388.24680617856467
352.35	315.7969221542153	388.90307784578476
352.95	316.28601903775314	389.61398096224684
353.45	316.6838810859781	390.2161189140219
353.95	316.9480068104433	390.9519931895567
354.85	317.79696368716867	391.9030363128314
355.6	318.5697421018973	392.63025789810274
355.9	318.77467171862315	393.0253282813768
356.3	319.15689835245314	393.4431016475469
356.8	319.68315746187454	393.9168425381255
357.05	319.9212038977831	394.17879610221695
357.5	320.3954180726962	394.6045819273038
358.1	320.9127710093909	395.28722899060915
358.5	321.17775462274545	395.82224537725455
358.9	321.7302542381576	396.06974576184234
359.9	322.74236283077187	397.0576371692281
360.35	323.01198318067765	397.6880168193224
360.8	323.19601084991115	398.4039891500889
361.55	323.7075965351037	399.39240346489635
362.05	324.4661271287804	399.63387287121964
362.5	324.7607631237726	400.2392368762274
363.0	325.15293934794937	400.84706065205063
363.5	325.4861867211404	401.5138132788596
363.9	325.6248122146997	402.17518778530024
364.6	326.2210995467562	402.97890045324385
364.85	326.5795479514548	403.12045204854525
365.2	326.8	403.59999999999997
365.55	327.32111694019824	403.7788830598018
366.05	327.9521326056169	404.1478673943831
366.6	328.3842964214971	404.81570357850296
367.25	328.7391249125653	405.7608750874347
367.75	329.2832936164272	406.2167063835728
368.6	330.08454855515777	407.1154514448423
369.05	330.4605260466018	407.63947395339824
369.7	331.2044158376574	408.1955841623426
369.85	331.2672642234898	408.43273577651024
370.15	331.4288494489123	408.8711505510877
370.95	331.89046211230857	410.0095378876914
371.45	332.31628691268867	410.5837130873113
371.9	332.6687624462342	411.13123755376574
372.4	333.245945292984	411.55405470701595
373.15	334.0242092731661	412.27579072683386
373.5	334.6457852994041	412.3542147005959
374.3	335.2153482809428	413.3846517190572
374.8	335.6048472384658	413.9951527615342
375.4	336.0662994367425	414.73370056325746
375.75	336.28371692190916	415.21628307809084
376.05	336.68062738625366	415.41937261374636
376.4	336.99644686072077	415.8035531392792
376.85	337.4592967821086	416.24070321789145
377.3	337.85877790940043	416.7412220905996
377.7	338.24103397198553	417.15896602801445
378.05	338.56649078412613	417.5335092158739
378.55	338.7737822310869	418.3262177689131
379.05	339.33038897471425	418.76961102528577
379.9	340.0290832811684	419.77091671883153
380.3	340.36492769506987	420.23507230493016
380.65	340.76356746962693	420.536432530373
381.0	340.95127967088087	421.04872032911913
381.95	341.9394076524728	421.96059234752715
382.35	342.58031933746514	422.1196806625349
383.1	342.8919162356623	423.30808376433777
383.55	343.41338953025553	423.6866104697445
383.85	343.5557386219824	424.14426137801763
384.55	344.15881903187284	424.9411809681272
385.05	344.51794478440553	425.5820552155945
385.65	344.9127013659472	426.38729863405274
386.15	345.28770074995776	427.0122992500422
386.8	345.8200048804298	427.77999511957023
387.15	346.24122954670963	428.0587704532903
387.6	346.71675159677255	428.4832484032275
388.15	347.2351188441173	429.06488115588263
388.7	347.69865855853004	429.70134144146994
